43,Univ of Nevada - Las Vegas,Rebel Racing,417.3721283240013,0.0,270.0,100.0,100.0,70.0,56.63652348656117,54.46479623976353,15.837551911243143,20.4332566864335
95,Univ of Missouri - Kansas City,Roo Racing,372.7572451243484,0.0,196.53,69.22,60.0,67.31,54.31549861843759,55.298466077649095,32.55785261753918,34.0554278107225
31,Univ of Maryland - College Park,Terps Racing,347.11034198209495,0.0,201.26,84.63,50.0,66.63,55.018839487565934,46.252469943413395,24.145775864682168,20.4332566864335
120,Youngstown State Univ,penguin baja racing,365.8952231067206,0.0,210.51999999999998,64.66,80.0,65.86,52.41647827179101,51.265795523681845,31.259692624814335,20.4332566864335
67,Concordia University,Concordia Baja Racing,338.32990201156866,0.0,174.56,29.99,80.0,64.57,43.44888219040442,50.1117733520699,5.192639970899391,65.01660649819495
17,McMaster Univ,McMaster Baja Racing,385.21172142973523,0.0,234.24,69.99,100.0,64.25,57.83220296407938,66.72185341323296,16.2010367092061,10.21662834321675
102,Universidade de Santa Cruz do Sul,Baja de Galp̣o - UNISC,374.0478280078042,0.0,222.62,29.47,130.0,63.15,59.52022104998744,63.93214991412405,17.75882870047592,10.21662834321675
32,Purdue Univ - W Lafayette,Purdue Baja Racing,437.7788552629503,0.0,250.89,67.86,120.0,63.03,40.811353931173066,63.56506382818347,19.212767892327747,63.299669611266026
22,"D Y Patil College Of Engineering, Akurdi",Team Predators Racing,152.61,0.0,152.61,0.0,90.0,62.61,0.0,0.0,0.0,0.0
96,Centro Universitario Da FEI,FEI Baja,392.20010641836916,0.0,182.09,0.0,120.0,62.09,58.92238131122832,70.0,12.981599927248476,68.20612517989244
105,Univ of Michigan - Ann Arbor,Michigan Baja Racing,471.82337873285564,0.0,283.90999999999997,91.86,130.0,62.05,70.0,61.91053824576139,35.56958380066083,20.4332566864335
35,Case Western Reserve Univ,CWRU Motorsports,342.69336328375965,0.0,209.66,77.67,70.0,61.99,60.0477267018337,56.50751347364227,2.855951983994665,13.622171124288998
116,Purdue Univ - Northwest,PNW Baja Motorsports,200.9437322592874,0.0,131.68,20.22,50.0,61.46,33.95378045717155,0.0,35.30995180211586,0.0
23,Univ of Arizona,Baja Wildcat Racing,270.5488792274346,0.0,219.24,47.96,110.0,61.28,36.90781210751068,0.0,0.7788959956349086,13.622171124288998
15,Univ of Rochester,Yellowjacket Racing,275.2435281720798,0.0,134.52,43.24,30.0,61.28,41.79603114795276,53.725347676503375,24.768892661190097,20.4332566864335
74,Univ of Georgia,UGA Motorsports,61.18,0.0,61.18,0.0,0.0,61.18,0.0,0.0,0.0,0.0
33,Univ of Oklahoma,Sooner Off-Road,61.14,0.0,61.14,0.0,0.0,61.14,0.0,0.0,0.0,0.0
40,Univ of Wisconsin - Madison,Badger Racing,415.2082109149651,0.0,225.87,84.92,80.0,60.95,56.74202461693042,51.14443852196433,18.95313589378278,62.498611882287626
56,Rochester Institute of Technology,RIOT RACING,491.1311619244677,0.0,239.3,88.46,90.0,60.84,58.71137905048983,60.72335018548131,63.60148514851486,68.79494753998166
127,Michigan State University,MSU Baja Racing,258.4225541865805,0.0,151.34,30.56,60.0,60.78,44.82039688520471,51.78589695961407,0.25963199854496954,10.21662834321675
